LYLTY_CARD_NBR,Years as Customers,LIFESTAGE,PREMIUM_CUSTOMER,STORE_NBR
71094, 13,OLDER FAMILIES,Premium,71
71095, 6,OLDER FAMILIES,Mainstream,71
71096, 14,RETIREES,Budget,71
71097, 13,OLDER FAMILIES,Mainstream,71
71098, 8,NEW FAMILIES,Budget,71
71099, 8,YOUNG FAMILIES,Budget,71
71100, 3,OLDER FAMILIES,Mainstream,71
71101, 11,OLDER FAMILIES,Mainstream,71
71102, 2,OLDER FAMILIES,Mainstream,71
71103, 6,OLDER FAMILIES,Budget,71
71104, 9,OLDER SINGLES/COUPLES,Premium,71
71105, 8,OLDER SINGLES/COUPLES,Mainstream,71
71106, 1,YOUNG FAMILIES,Budget,71
71107, 14,MIDAGE SINGLES/COUPLES,Budget,71
71108, 11,MIDAGE SINGLES/COUPLES,Premium,71
71109, 13,RETIREES,Mainstream,71
71110,4,YOUNG SINGLES/COUPLES,Premium,71
71111, 10,OLDER SINGLES/COUPLES,Premium,71
71112, 6,OLDER SINGLES/COUPLES,Budget,71
71113, 6,RETIREES,Mainstream,71
71114, 8,MIDAGE SINGLES/COUPLES,Mainstream,71
71115, 8,RETIREES,Premium,71
71116,3,YOUNG SINGLES/COUPLES,Budget,71
71117,3,YOUNG SINGLES/COUPLES,Budget,71
71118, 1,RETIREES,Budget,71
71119, 3,OLDER SINGLES/COUPLES,Budget,71
71120, 3,OLDER FAMILIES,Premium,71
71121, 8,YOUNG FAMILIES,Mainstream,71
71122, 2,MIDAGE SINGLES/COUPLES,Budget,71
71123, 6,OLDER SINGLES/COUPLES,Premium,71
71124, 9,OLDER FAMILIES,Premium,71
71125, 4,YOUNG FAMILIES,Budget,71
71126, 4,OLDER FAMILIES,Mainstream,71
71127, 6,OLDER SINGLES/COUPLES,Budget,71
71128, 4,YOUNG FAMILIES,Budget,71
71129, 10,RETIREES,Budget,71
71130, 12,OLDER SINGLES/COUPLES,Budget,71
71131, 8,MIDAGE SINGLES/COUPLES,Budget,71
71132, 8,RETIREES,Mainstream,71
71133, 15,OLDER SINGLES/COUPLES,Premium,71
71134, 14,RETIREES,Budget,71
71135, 9,YOUNG FAMILIES,Budget,71
71136, 5,MIDAGE SINGLES/COUPLES,Premium,71
71137, 3,MIDAGE SINGLES/COUPLES,Mainstream,71
71138,2,YOUNG SINGLES/COUPLES,Mainstream,71
71139, 12,OLDER FAMILIES,Mainstream,71
71140, 7,OLDER FAMILIES,Premium,71
71141, 8,OLDER SINGLES/COUPLES,Mainstream,71
71142, 11,OLDER FAMILIES,Premium,71
71143, 4,OLDER SINGLES/COUPLES,Mainstream,71
71144, 10,OLDER SINGLES/COUPLES,Premium,71
71145, 6,YOUNG FAMILIES,Premium,71
71146,4,YOUNG SINGLES/COUPLES,Mainstream,71
71147, 15,OLDER SINGLES/COUPLES,Mainstream,71
71148,2,YOUNG SINGLES/COUPLES,Mainstream,71
71149, 13,OLDER SINGLES/COUPLES,Mainstream,71
71150, 3,YOUNG FAMILIES,Budget,71
71151, 2,MIDAGE SINGLES/COUPLES,Mainstream,71
71152, 2,YOUNG FAMILIES,Mainstream,71
71153,2,YOUNG SINGLES/COUPLES,Mainstream,71
71154, 2,RETIREES,Mainstream,71
71155, 13,OLDER FAMILIES,Budget,71
71156, 1,OLDER FAMILIES,Budget,71
71157, 15,MIDAGE SINGLES/COUPLES,Premium,71
71158, 5,YOUNG FAMILIES,Budget,71
71159, 10,YOUNG FAMILIES,Budget,71
71160, 8,RETIREES,Premium,71
71161, 7,MIDAGE SINGLES/COUPLES,Budget,71
71162, 6,OLDER SINGLES/COUPLES,Premium,71
71163, 7,YOUNG FAMILIES,Mainstream,71
71164, 7,YOUNG FAMILIES,Budget,71
71165, 12,RETIREES,Budget,71
71166, 7,YOUNG FAMILIES,Mainstream,71
71167, 4,OLDER FAMILIES,Mainstream,71
71168,6,YOUNG SINGLES/COUPLES,Mainstream,71
71169, 9,RETIREES,Premium,71
71170, 2,MIDAGE SINGLES/COUPLES,Mainstream,71
71171, 9,MIDAGE SINGLES/COUPLES,Budget,71
71172, 3,MIDAGE SINGLES/COUPLES,Premium,71
71173, 9,OLDER FAMILIES,Budget,71
71174, 12,OLDER SINGLES/COUPLES,Premium,71
71175, 4,OLDER SINGLES/COUPLES,Mainstream,71
71176, 3,MIDAGE SINGLES/COUPLES,Mainstream,71
71177, 10,OLDER SINGLES/COUPLES,Premium,71
71178, 14,OLDER FAMILIES,Premium,71
71179, 7,MIDAGE SINGLES/COUPLES,Mainstream,71
71180, 15,OLDER SINGLES/COUPLES,Premium,71
71181, 12,OLDER SINGLES/COUPLES,Premium,71
71182, 1,OLDER SINGLES/COUPLES,Budget,71
71183, 4,OLDER SINGLES/COUPLES,Mainstream,71
71184, 1,YOUNG FAMILIES,Budget,71
71185, 3,OLDER SINGLES/COUPLES,Premium,71
71186, 11,OLDER SINGLES/COUPLES,Mainstream,71
71187, 1,OLDER SINGLES/COUPLES,Budget,71
71188, 8,OLDER SINGLES/COUPLES,Budget,71
71189, 4,YOUNG FAMILIES,Mainstream,71
71190, 14,NEW FAMILIES,Mainstream,71
71191, 2,YOUNG FAMILIES,Mainstream,71
71192, 9,RETIREES,Mainstream,71
71193, 13,OLDER SINGLES/COUPLES,Mainstream,71
71194, 5,YOUNG FAMILIES,Mainstream,71
71195, 12,OLDER FAMILIES,Premium,71
71196, 14,OLDER FAMILIES,Budget,71
71197, 9,OLDER SINGLES/COUPLES,Mainstream,71
71198, 15,OLDER SINGLES/COUPLES,Mainstream,71
71199, 15,OLDER SINGLES/COUPLES,Budget,71
71200, 3,OLDER FAMILIES,Budget,71
71201, 9,OLDER FAMILIES,Budget,71
71202,1,YOUNG SINGLES/COUPLES,Budget,71
71203, 11,OLDER SINGLES/COUPLES,Budget,71
71204, 11,OLDER FAMILIES,Premium,71
71205, 5,OLDER FAMILIES,Premium,71
71206, 3,RETIREES,Budget,71
71207,2,YOUNG SINGLES/COUPLES,Mainstream,71
71208, 1,OLDER FAMILIES,Mainstream,71
71209, 7,OLDER SINGLES/COUPLES,Budget,71
71210, 4,RETIREES,Mainstream,71
71211, 1,OLDER SINGLES/COUPLES,Mainstream,71
71212, 10,MIDAGE SINGLES/COUPLES,Budget,71
71213,9,YOUNG SINGLES/COUPLES,Budget,71
71214, 1,OLDER SINGLES/COUPLES,Premium,71
71215, 12,MIDAGE SINGLES/COUPLES,Premium,71
71216, 7,YOUNG FAMILIES,Mainstream,71
71217, 10,YOUNG FAMILIES,Premium,71
71218, 11,OLDER FAMILIES,Budget,71
71219,9,YOUNG SINGLES/COUPLES,Budget,71
71220, 8,MIDAGE SINGLES/COUPLES,Premium,71
71221, 13,OLDER FAMILIES,Premium,71
71222, 10,MIDAGE SINGLES/COUPLES,Mainstream,71
71223, 10,OLDER SINGLES/COUPLES,Budget,71
71224, 4,OLDER FAMILIES,Premium,71
71225, 8,OLDER SINGLES/COUPLES,Premium,71
71226,1,YOUNG SINGLES/COUPLES,Budget,71
71227, 10,OLDER FAMILIES,Budget,71
71228, 8,YOUNG FAMILIES,Budget,71
71229, 8,YOUNG FAMILIES,Mainstream,71
71230, 5,YOUNG FAMILIES,Premium,71
71231,1,YOUNG SINGLES/COUPLES,Mainstream,71
71232, 1,OLDER FAMILIES,Budget,71
71233,3,YOUNG SINGLES/COUPLES,Mainstream,71
71234, 11,RETIREES,Premium,71
71235,6,YOUNG SINGLES/COUPLES,Mainstream,71
71236, 1,OLDER SINGLES/COUPLES,Budget,71
71237, 10,MIDAGE SINGLES/COUPLES,Mainstream,71
71238, 11,OLDER FAMILIES,Budget,71
71239, 11,RETIREES,Budget,71
71240, 2,YOUNG FAMILIES,Budget,71
71241,3,YOUNG SINGLES/COUPLES,Mainstream,71
71242, 14,MIDAGE SINGLES/COUPLES,Mainstream,71
71243,6,YOUNG SINGLES/COUPLES,Mainstream,71
71244, 8,RETIREES,Premium,71
71245, 8,RETIREES,Mainstream,71
71246, 8,YOUNG FAMILIES,Budget,71
72000, 11,RETIREES,Budget,72
72001, 1,OLDER FAMILIES,Budget,72
72002, 4,RETIREES,Mainstream,72
72003, 8,MIDAGE SINGLES/COUPLES,Mainstream,72
72004, 4,RETIREES,Premium,72
72005, 6,OLDER SINGLES/COUPLES,Premium,72
72006, 9,RETIREES,Mainstream,72
72007, 6,NEW FAMILIES,Mainstream,72
72008,8,YOUNG SINGLES/COUPLES,Mainstream,72
72009, 8,OLDER FAMILIES,Premium,72
72010,7,YOUNG SINGLES/COUPLES,Mainstream,72
72011, 10,OLDER SINGLES/COUPLES,Mainstream,72
72012,5,YOUNG SINGLES/COUPLES,Mainstream,72
72013, 6,RETIREES,Budget,72
72014, 12,OLDER FAMILIES,Premium,72
72015,6,YOUNG SINGLES/COUPLES,Mainstream,72
72016, 12,OLDER FAMILIES,Budget,72
72017, 10,RETIREES,Premium,72
72018, 7,OLDER FAMILIES,Mainstream,72
72019, 7,OLDER FAMILIES,Budget,72
72020, 7,OLDER FAMILIES,Premium,72
72021,3,YOUNG SINGLES/COUPLES,Mainstream,72
72022, 4,OLDER SINGLES/COUPLES,Budget,72
72023, 2,OLDER SINGLES/COUPLES,Premium,72
72024, 15,OLDER FAMILIES,Budget,72
72025, 6,YOUNG FAMILIES,Mainstream,72
72026, 5,OLDER FAMILIES,Budget,72
72027, 13,RETIREES,Budget,72
72028, 10,OLDER SINGLES/COUPLES,Budget,72
72029, 14,RETIREES,Mainstream,72
72030, 11,OLDER SINGLES/COUPLES,Mainstream,72
72031, 9,RETIREES,Mainstream,72
72032,10,YOUNG SINGLES/COUPLES,Mainstream,72
72033, 9,OLDER SINGLES/COUPLES,Premium,72
72034, 5,OLDER SINGLES/COUPLES,Budget,72
72035,6,YOUNG SINGLES/COUPLES,Mainstream,72
72036, 10,OLDER SINGLES/COUPLES,Mainstream,72
72037, 4,OLDER SINGLES/COUPLES,Premium,72
72038,6,YOUNG SINGLES/COUPLES,Mainstream,72
72039, 15,OLDER SINGLES/COUPLES,Budget,72
72040, 12,NEW FAMILIES,Mainstream,72
72041, 13,RETIREES,Mainstream,72
72042,10,YOUNG SINGLES/COUPLES,Mainstream,72
72043, 10,OLDER SINGLES/COUPLES,Premium,72
72044, 9,MIDAGE SINGLES/COUPLES,Mainstream,72
72045, 4,OLDER SINGLES/COUPLES,Budget,72
72046,5,YOUNG SINGLES/COUPLES,Mainstream,72
72048, 8,NEW FAMILIES,Mainstream,72
72049, 10,RETIREES,Premium,72
72050, 4,NEW FAMILIES,Premium,72
72051, 13,OLDER SINGLES/COUPLES,Premium,72
72052, 11,MIDAGE SINGLES/COUPLES,Mainstream,72
72053, 14,OLDER SINGLES/COUPLES,Premium,72
72054, 1,RETIREES,Mainstream,72
72055, 8,OLDER SINGLES/COUPLES,Budget,72
72056, 3,OLDER SINGLES/COUPLES,Premium,72
72057, 8,RETIREES,Mainstream,72
72058, 14,OLDER SINGLES/COUPLES,Mainstream,72
72059,10,YOUNG SINGLES/COUPLES,Premium,72
72060, 9,RETIREES,Mainstream,72
72061,2,YOUNG SINGLES/COUPLES,Mainstream,72
72062, 14,OLDER FAMILIES,Budget,72
72063, 1,RETIREES,Budget,72
72064,10,YOUNG SINGLES/COUPLES,Mainstream,72
72065, 5,OLDER SINGLES/COUPLES,Mainstream,72
72066, 13,OLDER FAMILIES,Budget,72
72067, 12,RETIREES,Premium,72
72068, 4,OLDER SINGLES/COUPLES,Mainstream,72
72069, 12,OLDER SINGLES/COUPLES,Mainstream,72
72070, 3,RETIREES,Premium,72
72071, 12,RETIREES,Budget,72
72072, 1,YOUNG FAMILIES,Budget,72
72073, 1,OLDER SINGLES/COUPLES,Premium,72
72074, 9,OLDER FAMILIES,Mainstream,72
72075,9,YOUNG SINGLES/COUPLES,Mainstream,72
72076, 14,OLDER SINGLES/COUPLES,Mainstream,72
72077, 7,OLDER SINGLES/COUPLES,Premium,72
72078, 10,OLDER SINGLES/COUPLES,Premium,72
72079,5,YOUNG SINGLES/COUPLES,Premium,72
72080, 3,NEW FAMILIES,Budget,72
72081, 10,OLDER SINGLES/COUPLES,Budget,72
72082, 1,RETIREES,Budget,72
72083,8,YOUNG SINGLES/COUPLES,Mainstream,72
72084, 7,OLDER SINGLES/COUPLES,Mainstream,72
72085, 13,RETIREES,Premium,72
72086, 15,RETIREES,Mainstream,72
72087, 7,YOUNG FAMILIES,Mainstream,72
72088,2,YOUNG SINGLES/COUPLES,Premium,72
72089, 9,OLDER SINGLES/COUPLES,Budget,72
72090, 6,OLDER SINGLES/COUPLES,Premium,72
72091,10,YOUNG SINGLES/COUPLES,Budget,72
72092, 14,OLDER FAMILIES,Budget,72
72093, 6,RETIREES,Mainstream,72
72094, 8,MIDAGE SINGLES/COUPLES,Budget,72
72095, 7,RETIREES,Budget,72
72096, 8,OLDER SINGLES/COUPLES,Premium,72
72097,9,YOUNG SINGLES/COUPLES,Premium,72
72098, 9,OLDER FAMILIES,Premium,72
72099, 6,OLDER FAMILIES,Budget,72
72100,1,YOUNG SINGLES/COUPLES,Mainstream,72
72101,9,YOUNG SINGLES/COUPLES,Premium,72
72102, 10,MIDAGE SINGLES/COUPLES,Premium,72
72103,1,YOUNG SINGLES/COUPLES,Mainstream,72
72104, 13,OLDER SINGLES/COUPLES,Mainstream,72
72105, 9,RETIREES,Mainstream,72
72106, 6,YOUNG FAMILIES,Budget,72
72107, 13,OLDER SINGLES/COUPLES,Premium,72
72109, 13,RETIREES,Mainstream,72
72110, 10,OLDER SINGLES/COUPLES,Mainstream,72
72111, 3,RETIREES,Mainstream,72
72112, 5,OLDER FAMILIES,Budget,72
72113, 8,OLDER FAMILIES,Budget,72
72114, 10,YOUNG FAMILIES,Mainstream,72
72115,6,YOUNG SINGLES/COUPLES,Budget,72
72116, 6,OLDER FAMILIES,Mainstream,72
72117, 6,RETIREES,Mainstream,72
72118, 3,RETIREES,Premium,72
72120, 4,RETIREES,Premium,72
72121, 15,MIDAGE SINGLES/COUPLES,Mainstream,72
72122,5,YOUNG SINGLES/COUPLES,Budget,72
72123, 7,RETIREES,Premium,72
72124,8,YOUNG SINGLES/COUPLES,Premium,72
72125, 3,OLDER FAMILIES,Budget,72
72126, 2,OLDER FAMILIES,Premium,72
72127,7,YOUNG SINGLES/COUPLES,Mainstream,72
72128, 15,RETIREES,Premium,72
72129, 12,OLDER SINGLES/COUPLES,Premium,72
72130, 2,RETIREES,Premium,72
72131, 10,OLDER FAMILIES,Premium,72
72132,10,YOUNG SINGLES/COUPLES,Budget,72
72133, 3,YOUNG FAMILIES,Budget,72
72134, 3,OLDER SINGLES/COUPLES,Budget,72
72135, 3,RETIREES,Budget,72
72136, 11,MIDAGE SINGLES/COUPLES,Mainstream,72
72137, 9,OLDER FAMILIES,Mainstream,72
72138, 7,YOUNG FAMILIES,Budget,72
72139, 8,RETIREES,Budget,72
72140, 13,OLDER SINGLES/COUPLES,Premium,72
72141, 4,OLDER SINGLES/COUPLES,Budget,72
72142, 1,OLDER SINGLES/COUPLES,Budget,72
72143, 8,OLDER FAMILIES,Budget,72
72144, 4,NEW FAMILIES,Budget,72
72145, 8,RETIREES,Mainstream,72
72146, 2,OLDER SINGLES/COUPLES,Budget,72
72147, 14,RETIREES,Budget,72
72148,9,YOUNG SINGLES/COUPLES,Mainstream,72
72149, 14,MIDAGE SINGLES/COUPLES,Mainstream,72
72150, 4,YOUNG FAMILIES,Budget,72
72151, 8,YOUNG FAMILIES,Budget,72
72152, 1,NEW FAMILIES,Mainstream,72
72153,10,YOUNG SINGLES/COUPLES,Budget,72
72154, 3,YOUNG FAMILIES,Mainstream,72
72155, 2,YOUNG FAMILIES,Budget,72
72156, 14,MIDAGE SINGLES/COUPLES,Mainstream,72
72157, 11,RETIREES,Budget,72
72158, 3,OLDER SINGLES/COUPLES,Mainstream,72
72159, 15,MIDAGE SINGLES/COUPLES,Budget,72
72160,3,YOUNG SINGLES/COUPLES,Mainstream,72
72161,4,YOUNG SINGLES/COUPLES,Mainstream,72
72162,10,YOUNG SINGLES/COUPLES,Budget,72
72163, 3,RETIREES,Budget,72
72164, 6,YOUNG FAMILIES,Premium,72
72165, 5,OLDER FAMILIES,Premium,72
72166,2,YOUNG SINGLES/COUPLES,Mainstream,72
72167, 15,OLDER FAMILIES,Mainstream,72
72168, 6,YOUNG FAMILIES,Budget,72
72169, 2,YOUNG FAMILIES,Premium,72
72172,4,YOUNG SINGLES/COUPLES,Mainstream,72
72173, 13,OLDER SINGLES/COUPLES,Mainstream,72
72174, 5,YOUNG FAMILIES,Mainstream,72
72175, 5,RETIREES,Mainstream,72
72176, 13,RETIREES,Mainstream,72
72177, 6,OLDER SINGLES/COUPLES,Premium,72
72178, 10,MIDAGE SINGLES/COUPLES,Premium,72
72179, 5,MIDAGE SINGLES/COUPLES,Mainstream,72
72180, 9,OLDER FAMILIES,Budget,72
72181, 7,OLDER FAMILIES,Budget,72
72182,8,YOUNG SINGLES/COUPLES,Mainstream,72
72183, 2,RETIREES,Premium,72
72184, 7,YOUNG FAMILIES,Premium,72
72185, 15,MIDAGE SINGLES/COUPLES,Mainstream,72
72186, 4,RETIREES,Budget,72
72187, 4,RETIREES,Budget,72
72188, 13,RETIREES,Mainstream,72
72189, 3,MIDAGE SINGLES/COUPLES,Mainstream,72
72190, 4,YOUNG FAMILIES,Budget,72
72191, 3,YOUNG FAMILIES,Premium,72
72192,8,YOUNG SINGLES/COUPLES,Mainstream,72
72193, 7,RETIREES,Budget,72
72194, 3,RETIREES,Mainstream,72
72195, 11,MIDAGE SINGLES/COUPLES,Budget,72
72196, 3,RETIREES,Mainstream,72
72197, 13,OLDER FAMILIES,Budget,72
72198, 3,RETIREES,Mainstream,72
72199, 13,NEW FAMILIES,Budget,72
72200,2,YOUNG SINGLES/COUPLES,Budget,72
72201, 12,OLDER FAMILIES,Budget,72
72202, 6,OLDER FAMILIES,Premium,72
72203, 3,YOUNG FAMILIES,Budget,72
72204, 6,MIDAGE SINGLES/COUPLES,Mainstream,72
72205,6,YOUNG SINGLES/COUPLES,Mainstream,72
72206, 2,OLDER SINGLES/COUPLES,Premium,72
72207, 3,MIDAGE SINGLES/COUPLES,Mainstream,72
72208, 6,OLDER SINGLES/COUPLES,Premium,72
72209, 6,OLDER FAMILIES,Budget,72
72210, 6,MIDAGE SINGLES/COUPLES,Mainstream,72
72211, 10,OLDER SINGLES/COUPLES,Premium,72
72212, 5,RETIREES,Mainstream,72
72213, 14,OLDER FAMILIES,Premium,72
72214, 15,MIDAGE SINGLES/COUPLES,Mainstream,72
72215, 11,RETIREES,Budget,72
72216, 13,OLDER SINGLES/COUPLES,Premium,72
72217, 1,YOUNG FAMILIES,Budget,72
72218, 7,OLDER SINGLES/COUPLES,Mainstream,72
72219,10,YOUNG SINGLES/COUPLES,Mainstream,72
72220,6,YOUNG SINGLES/COUPLES,Premium,72
72221, 4,RETIREES,Mainstream,72
72222,5,YOUNG SINGLES/COUPLES,Mainstream,72
72223, 11,MIDAGE SINGLES/COUPLES,Mainstream,72
72224, 10,RETIREES,Premium,72
72225, 2,YOUNG FAMILIES,Budget,72
72226, 5,MIDAGE SINGLES/COUPLES,Mainstream,72
72227, 2,OLDER FAMILIES,Budget,72
72228, 15,RETIREES,Mainstream,72
72229, 9,OLDER SINGLES/COUPLES,Premium,72
72230, 2,MIDAGE SINGLES/COUPLES,Premium,72
72231, 9,YOUNG FAMILIES,Budget,72
72232, 3,RETIREES,Budget,72
72233, 4,OLDER FAMILIES,Budget,72
72234, 2,OLDER SINGLES/COUPLES,Premium,72
72235, 7,RETIREES,Budget,72
72236, 8,OLDER FAMILIES,Premium,72
72237, 3,RETIREES,Premium,72
72239, 4,OLDER SINGLES/COUPLES,Mainstream,72
72240, 5,OLDER SINGLES/COUPLES,Budget,72
72241,10,YOUNG SINGLES/COUPLES,Budget,72
72242, 11,OLDER SINGLES/COUPLES,Premium,72
72243, 6,NEW FAMILIES,Mainstream,72
72244, 12,RETIREES,Premium,72
72245, 7,YOUNG FAMILIES,Mainstream,72
72246, 4,RETIREES,Premium,72
72247, 4,YOUNG FAMILIES,Mainstream,72
72248,7,YOUNG SINGLES/COUPLES,Mainstream,72
72249, 9,OLDER FAMILIES,Budget,72
72250, 1,OLDER FAMILIES,Budget,72
72251, 2,OLDER SINGLES/COUPLES,Mainstream,72
72252, 1,OLDER SINGLES/COUPLES,Budget,72
72253,7,YOUNG SINGLES/COUPLES,Budget,72
72254, 15,NEW FAMILIES,Budget,72
72255,1,YOUNG SINGLES/COUPLES,Mainstream,72
72256, 10,OLDER SINGLES/COUPLES,Mainstream,72
72257,4,YOUNG SINGLES/COUPLES,Mainstream,72
72258, 7,YOUNG FAMILIES,Premium,72
72259,8,YOUNG SINGLES/COUPLES,Premium,72
72260, 6,MIDAGE SINGLES/COUPLES,Mainstream,72
72261, 9,OLDER SINGLES/COUPLES,Budget,72
72262,7,YOUNG SINGLES/COUPLES,Mainstream,72
72263, 13,OLDER SINGLES/COUPLES,Mainstream,72
72264,10,YOUNG SINGLES/COUPLES,Mainstream,72
72265,10,YOUNG SINGLES/COUPLES,Mainstream,72
72266, 8,YOUNG FAMILIES,Budget,72
72267, 12,OLDER SINGLES/COUPLES,Mainstream,72
72268, 11,OLDER SINGLES/COUPLES,Budget,72
72269, 9,RETIREES,Premium,72
72270, 10,MIDAGE SINGLES/COUPLES,Mainstream,72
72271,3,YOUNG SINGLES/COUPLES,Budget,72
72272, 3,RETIREES,Budget,72
72273, 15,RETIREES,Budget,72
72274, 14,OLDER FAMILIES,Mainstream,72
72275, 9,NEW FAMILIES,Budget,72
72276, 8,OLDER FAMILIES,Mainstream,72
72277, 4,OLDER SINGLES/COUPLES,Premium,72
72278, 15,MIDAGE SINGLES/COUPLES,Premium,72
72279, 4,OLDER SINGLES/COUPLES,Budget,72
72280,5,YOUNG SINGLES/COUPLES,Mainstream,72
72281, 6,OLDER SINGLES/COUPLES,Mainstream,72
72282, 12,OLDER SINGLES/COUPLES,Mainstream,72
72283, 3,RETIREES,Premium,72
72284,5,YOUNG SINGLES/COUPLES,Mainstream,72
72285, 4,YOUNG FAMILIES,Budget,72
72286,6,YOUNG SINGLES/COUPLES,Budget,72
72287, 1,YOUNG FAMILIES,Premium,72
72288, 8,NEW FAMILIES,Budget,72
72290, 6,OLDER SINGLES/COUPLES,Budget,72
72291, 13,OLDER SINGLES/COUPLES,Mainstream,72
72292, 12,MIDAGE SINGLES/COUPLES,Premium,72
72293, 13,RETIREES,Premium,72
72294, 3,MIDAGE SINGLES/COUPLES,Mainstream,72
72295, 4,OLDER SINGLES/COUPLES,Mainstream,72
72297, 10,OLDER FAMILIES,Mainstream,72
72298,5,YOUNG SINGLES/COUPLES,Mainstream,72
72299, 13,OLDER SINGLES/COUPLES,Premium,72
72300,1,YOUNG SINGLES/COUPLES,Premium,72
72301, 9,YOUNG FAMILIES,Budget,72
72302, 7,OLDER SINGLES/COUPLES,Premium,72
72303, 3,MIDAGE SINGLES/COUPLES,Mainstream,72
72304, 10,MIDAGE SINGLES/COUPLES,Mainstream,72
72305, 5,YOUNG FAMILIES,Mainstream,72
72306, 4,MIDAGE SINGLES/COUPLES,Premium,72
72307, 5,OLDER FAMILIES,Budget,72
72308,6,YOUNG SINGLES/COUPLES,Mainstream,72
72309, 5,YOUNG FAMILIES,Premium,72
72310, 13,OLDER SINGLES/COUPLES,Mainstream,72
72311, 11,RETIREES,Mainstream,72
72312, 8,RETIREES,Mainstream,72
72313,9,YOUNG SINGLES/COUPLES,Mainstream,72
72314, 7,MIDAGE SINGLES/COUPLES,Premium,72
72315, 8,OLDER FAMILIES,Budget,72
72316, 13,OLDER SINGLES/COUPLES,Premium,72
72317, 1,RETIREES,Premium,72
72318, 6,YOUNG FAMILIES,Budget,72
72319, 3,YOUNG FAMILIES,Mainstream,72
72320, 9,OLDER SINGLES/COUPLES,Premium,72
72321, 5,OLDER SINGLES/COUPLES,Mainstream,72
72322, 6,MIDAGE SINGLES/COUPLES,Premium,72
72323, 4,OLDER SINGLES/COUPLES,Mainstream,72
72324, 4,OLDER SINGLES/COUPLES,Mainstream,72
72325, 11,RETIREES,Premium,72
72326, 10,OLDER SINGLES/COUPLES,Premium,72
72327,3,YOUNG SINGLES/COUPLES,Mainstream,72
72328, 5,OLDER SINGLES/COUPLES,Mainstream,72
72329, 7,OLDER SINGLES/COUPLES,Premium,72
72331, 11,RETIREES,Premium,72
72332, 9,OLDER FAMILIES,Mainstream,72
72333, 4,OLDER SINGLES/COUPLES,Mainstream,72
72334, 11,OLDER SINGLES/COUPLES,Premium,72
72335, 1,MIDAGE SINGLES/COUPLES,Budget,72
72336, 13,RETIREES,Budget,72
72337, 9,NEW FAMILIES,Budget,72
72338, 8,RETIREES,Premium,72
72339,8,YOUNG SINGLES/COUPLES,Mainstream,72
72340, 9,OLDER FAMILIES,Mainstream,72
72341, 8,MIDAGE SINGLES/COUPLES,Budget,72
72342, 2,MIDAGE SINGLES/COUPLES,Premium,72
72343,1,YOUNG SINGLES/COUPLES,Mainstream,72
72344,3,YOUNG SINGLES/COUPLES,Budget,72
72345,10,YOUNG SINGLES/COUPLES,Mainstream,72
72346,4,YOUNG SINGLES/COUPLES,Mainstream,72
72347, 13,OLDER SINGLES/COUPLES,Budget,72
72348, 3,RETIREES,Budget,72
72349, 13,MIDAGE SINGLES/COUPLES,Mainstream,72
72350, 13,RETIREES,Premium,72
72351, 10,OLDER SINGLES/COUPLES,Mainstream,72
72352, 2,OLDER SINGLES/COUPLES,Budget,72
72353, 10,OLDER SINGLES/COUPLES,Budget,72
72354, 1,NEW FAMILIES,Premium,72
72355, 1,RETIREES,Premium,72
72356, 9,OLDER FAMILIES,Premium,72
72357,7,YOUNG SINGLES/COUPLES,Premium,72
72358, 5,OLDER FAMILIES,Mainstream,72
72359, 1,OLDER SINGLES/COUPLES,Mainstream,72
72360, 10,OLDER FAMILIES,Premium,72
72361, 1,RETIREES,Premium,72
72362,4,YOUNG SINGLES/COUPLES,Premium,72
72363, 4,OLDER FAMILIES,Mainstream,72
72364, 4,RETIREES,Mainstream,72
72365, 9,YOUNG FAMILIES,Budget,72
72366, 8,MIDAGE SINGLES/COUPLES,Budget,72
72367, 1,YOUNG FAMILIES,Mainstream,72
72368, 1,RETIREES,Mainstream,72
72369,1,YOUNG SINGLES/COUPLES,Mainstream,72
72370, 11,OLDER SINGLES/COUPLES,Budget,72
72371, 4,OLDER FAMILIES,Premium,72
72372, 13,NEW FAMILIES,Premium,72
72373, 4,YOUNG FAMILIES,Budget,72
73000, 13,MIDAGE SINGLES/COUPLES,Premium,73
73001, 7,OLDER SINGLES/COUPLES,Budget,73
73002, 3,OLDER SINGLES/COUPLES,Budget,73
73003, 4,RETIREES,Mainstream,73
73004, 2,MIDAGE SINGLES/COUPLES,Mainstream,73
73006, 14,RETIREES,Budget,73
73007, 5,OLDER SINGLES/COUPLES,Budget,73
73009, 6,OLDER FAMILIES,Budget,73
73010,7,YOUNG SINGLES/COUPLES,Budget,73
73011, 6,MIDAGE SINGLES/COUPLES,Premium,73
73013,3,YOUNG SINGLES/COUPLES,Premium,73
73015, 7,RETIREES,Mainstream,73
73016, 13,OLDER SINGLES/COUPLES,Mainstream,73
73018, 11,OLDER SINGLES/COUPLES,Mainstream,73
73020, 7,YOUNG FAMILIES,Budget,73
73021, 3,YOUNG FAMILIES,Mainstream,73
73022, 1,OLDER FAMILIES,Premium,73
73024, 6,OLDER SINGLES/COUPLES,Budget,73
73025, 15,OLDER SINGLES/COUPLES,Premium,73
73026, 3,NEW FAMILIES,Premium,73
73027, 12,NEW FAMILIES,Premium,73
73028,5,YOUNG SINGLES/COUPLES,Premium,73
